User Id,Quesh,Quesh Date,Respo
15,What is something you want to accomplish this month?,2021-12-01,Saving. Completely 
88,What is something you want to accomplish this month?,2021-12-01,"Lose the excess weight that I gained? No actually, its Body positivity that I want to accomplish this month and moving on forward. I wanna feel great and healthy in my own skin ! With all the stress from my studies and job hunting, its the least I can do for my body.. its taking care of my health ? "
5,What is something you want to accomplish this month?,2021-12-01,"December is certainly a very busy month, so this is an excellent question from oneQuesh!? My goal is to meditate for at least 15 minutes each day during the month of December to help reduce my stress and anxiety. ????"
107,What is something you want to accomplish this month?,2021-12-01,Have a great time on winter break with favorite people!
134,What is something you want to accomplish this month?,2021-12-01,I want to give my Mom a memorable 75th birthday even though the surprise of me coming to visit has already been ruined. 
51,What is something you want to accomplish this month?,2021-12-01,"Small picture : finish my Christmas shopping by next weekend! Big picture : Its been a big year for my family, but its also been a long year (for everyone). When we hit Christmas & New Years this year, I just want to feel like I did a good job giving them a happy & love-filled holiday. I want all the warm fuzzy feelings. I want them to know how much I appreciate them. I want them to know that we have a lot of great things/moments/memories coming our way. Thats how I want to start off the New Year"
6,What is something you want to accomplish this month?,2021-12-01,Finishing my semester! 
118,What is something you want to accomplish this month?,2021-12-01,My 2021 New Years resolutions i havent even started yet
130,What is something you want to accomplish this month?,2021-12-01,Get my livingroom clean to put up my Christmas tree
75,What is something you want to accomplish this month?,2021-12-01,Survive the holidays!
67,What is something you want to accomplish this month?,2021-12-01,I want to accomplish mindfulness and just be able to slow down and enjoy the craziness of the holidays 
48,What is something you want to accomplish this month?,2021-12-01,Taking time to enjoy the holiday season! 
123,What is something you want to accomplish this month?,2021-12-01,Drink more tequila - Ive already accomplished that
4,What is something you want to accomplish this month?,2021-12-01,I want to focus specifically on my health and fitness goals. I want to set up some healthy habits to get a head start on 2022! ??? LFG!!!!
11,What is something you want to accomplish this month?,2021-12-01,I want to find a new sublet for Jan-May since the one I had fell through. ? 
56,What is something you want to accomplish this month?,2021-12-01,Be consistent in my workout routine ??
6,What was the best thing that happened this month?,2021-11-30,Getting to be home and eat delicious food and spend time with family 
67,What was the best thing that happened this month?,2021-11-30,"I really enjoyed going home the weekend before thanksgiving and seeing old friends and getting together with family before the craziness of the holiday. However, thanksgiving was pretty great too!! "
51,What was the best thing that happened this month?,2021-11-30,"My son learned how to crawl! Super cool to see it happening for the first time. Major step for the little guy (dad pun). But seriously, it was pretty special. "
121,What was the best thing that happened this month?,2021-11-30,I realized its the last day of No Nut November :D
123,What was the best thing that happened this month?,2021-11-30,Tequila went on sale.
120,What was the best thing that happened this month?,2021-11-30,i got a promoted to editor on the daily free press at BU
98,What was the best thing that happened this month?,2021-11-30,I moved and have space for a toaster ?
117,What was the best thing that happened this month?,2021-11-30,"Realizing that its almost December. This means that the semester is finally almost over, and I can have my break!"
77,What was the best thing that happened this month?,2021-11-30,I would say just spending the time with family and great friends for Thanksgiving.
5,What was the best thing that happened this month?,2021-11-30, JUSTICE FOR AHMAUD ARBERY 
4,What was the best thing that happened this month?,2021-11-30,1) It brought me a tremendous amount of relief that Wanda Cooper-Jones was provided a bit of justice after a very long emotional battle ?? 2) Thanksgiving & Friendsgiving. Thanksgiving is my favorite holiday for its simplicity and bringing folks together. I had an unexpected Friendsgiving that meant a lot to me and was able to see a bunch old friends and spend quality time with the family ?? #endingonahighnote
128,What was the best thing that happened this month?,2021-11-30,"I got to see my mom again ? i havent seen her in months, shes moved to Texas for a job (I live in Georgia), and shes not gonna be here for Christmas, so Im pretty thankful that I got to see her one more time before 2022."
11,What was the best thing that happened this month?,2021-11-30,"I faced a few new challenges this month that have already proven to bring about positive change. Sometimes the most difficult things we face are the best things to happen to us. This month, I was thankful to get a few reminders. ? "
15,What was the best thing that happened this month?,2021-11-30,Having time with my family during thanksgiving
129,What is something you want that money can't buy?,2021-11-29,Happiness 
120,What is something you want that money can't buy?,2021-11-29,peace 
88,What is something you want that money can't buy?,2021-11-29,I think this has to be something that is not tangible like my mentality and the way I view myself. I would buy myself a good metabolism so I dont have to workout too hard or buy a smarter brain so I can achieve great things or equip myself with a cool leader charisma. Money cant buy the person I aspire to be because its my own journey and only unique to me. I have to learn and grow on my own efforts then it will be priceless ???
48,What is something you want that money can't buy?,2021-11-29,"Peace, time, my grandparents back "
128,What is something you want that money can't buy?,2021-11-29,Happiness ?
106,What is something you want that money can't buy?,2021-11-29,TIME
14,What is something you want that money can't buy?,2021-11-29,Ive thought about this all day and most of my answers could be bought with money one way or another 
56,What is something you want that money can't buy?,2021-11-29,For time to slow way the heck down
15,What is something you want that money can't buy?,2021-11-29,For this world to stop littering/ hurting animals
6,What is something you want that money can't buy?,2021-11-29,Happiness
98,What is something you want that money can't buy?,2021-11-29,"Mental clarity is the most important - money can sometimes help with aspects, but it really takes effort, mindfulness, time with family and exercise ?? "
11,What is something you want that money can't buy?,2021-11-29,World peace.
117,What is something you want that money can't buy?,2021-11-29,To live a happy and fulfilling life. To feel like I left an impact on others. 
